EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
,,,2008,WBSVA93568E215786,,E215786,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215787,,E215787,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215788,,E215788,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215789,,E215789,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215790,,E215790,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215791,,E215791,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215792,,E215792,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215793,,E215793,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215794,,E215794,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215795,,E215795,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215796,,E215796,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215797,,E215797,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215798,,E215798,,,,,,,,,,,,,,,
,,,2008,WBSVA93568E215799,,E215799,,,,,,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E215800,,E215800,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$67,870.00",05-05-2008,,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E215801,,E215801,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,745.00",05-05-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215802,,E215802,"MSRP.3,ZCW,ZPP.2,ZTP,403,507,6FL",,"$65,575.00",05-06-2008,550,,,,,,,,,,
300 - Alpine White,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93578E215803,,E215803,"MSRP.3,655,771",,"$59,570.00",05-06-2008,2000,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93598E215804,,E215804,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655,752",,"$66,120.00",05-06-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215805,,E215805,"MSRP.3,ZCW,ZPP.3,2MT.1,302,322,403,6FL,655",,"$63,620.00",05-06-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E215806,,E215806,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,417,507,6FL,653,655,752",,"$70,245.00",05-06-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E215807,,E215807,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,417,507,6FL,653,655,752",,"$69,695.00",05-06-2008,1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93568E215808,,E215808,"MSRP.3,ZCW,ZPP.3,302,322,403,417,507,6FL,752",,"$64,650.00",05-06-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93588E215809,,E215809,"MSRP.3,ZCW,ZPP.3,ZTP,655,752",,"$66,270.00",05-06-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E215810,,E215810,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655,752",,"$66,670.00",05-06-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215811,,E215811,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,620.00",05-06-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215812,,E215812,"MSRP.3,ZPP.3,ZTP,403,507,6FL,655",,"$65,170.00",05-06-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215813,,E215813,"MSRP.3,ZCW,ZPP.1,2MT.1,302,322,403,417,507,609,6FL,752",,"$68,500.00",05-06-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93518E215814,,E215814,"MSRP.3,ZCW,ZPP.3,2MT.1,302,322,403,417,507,6FL,752",,"$65,850.00",05-07-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215815,,E215815,"MSRP.3,ZCW,ZPP.2,302,322,403,417,507,6FL,655,752",,"$65,795.00",05-07-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215816,,E215816,"MSRP.3,ZCW,ZPP.3,302,322,609,6FL,655,752",,"$65,370.00",05-07-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93578E215817,,E215817,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655",,"$67,020.00",05-07-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93598E215818,,E215818,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,507,6FL,655",,"$66,745.00",05-07-2008,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E215819,,E215819,"MSRP.3,ZCW,ZPP.1,ZTP,403",,"$64,275.00",05-07-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215820,,E215820,"MSRP.3,ZCW,ZPP.3,2MT.1,302,322,403,417,507,609,6FL,655,752",,"$69,095.00",05-07-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93598E215821,,E215821,"MSRP.3,ZCW,ZPP.3,302,322,403,417,507,609,6FL,752",,"$67,300.00",05-07-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215822,,E215822,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,302,403,417,507,6FL,655,752",,"$70,245.00",05-07-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93528E215823,,E215823,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,302,403,417,507,6FL,752",,"$69,650.00",05-08-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93548E215824,,E215824,"MSRP.3,ZCW,ZPP.2,ZTP,403,752",,"$66,725.00",05-08-2008,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93568E215825,,E215825,"MSRP.3,ZCW,ZPP.3,2MT.1,302,322,403,417,507,6FL,752",,"$65,850.00",05-08-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215826,,E215826,"MSRP.3,ZCW,ZPP.2,223,302,322,403,417,507,6FL,655,752",,"$66,795.00",05-08-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215827,C55,E215827,"MSRP.3,ZCW,ZPP.2,ZTP,403,6FL,655,752",,"$67,170.00",05-08-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93518E215828,C55,E215828,"MSRP.3,ZCW,ZPP.1,ZTP,403,6FL,653,655,752",,"$67,520.00",05-08-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215829,C55,E215829,"MSRP.3,ZCW,ZPP.3,403,609,6FL",,"$64,075.00","May 8, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA935X8E215830,C55,E215830,"MSRP.3,ZCW,ZTP,403,507,639,6FL,771",,"$64,325.00",05-09-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215831,C55,E215831,"MSRP.3,ZCW,ZPP.3,2MT.1,302,322,403,417,507,609,6FL,752",,"$68,500.00","May 9, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215832,C55,E215832,"MSRP.3,ZCW,ZPP.1,ZTP,302,403,417,507,6FL,655,752",,"$69,045.00","May 9, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93558E215833,C55,E215833,"MSRP.3,ZCW,ZPP.1,302,322,403,417,507,6FL,752",,"$65,200.00","May 10, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E215834,C55,E215834,"MSRP.3,ZCW,417,4MY,507",,"$61,950.00","May 9, 2008",550/2000,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E215835,C55,E215835,"MSRP.3,ZCW,ZPP.1,302,322,403,417,507,6FL,655,752",,"$65,245.00","May 9, 2008",,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215836,C55,E215836,"MSRP.3,ZCW,ZPP.1,302,322,403,417,507,6FL,752",,"$65,200.00","May 9, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215837,C55,E215837,"MSRP.3,ZPP.3,2MT.1,6FL,655",,"$61,720.00","May 9, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93548E215838,C55,E215838,"MSRP.3,ZPP.3,ZTP,655",,"$63,370.00","May 9, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215839,C55,E215839,"MSRP.3,ZCW,ZPP.1,ZTP,655,752",,"$66,270.00","May 13, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93528E215840,C55,E215840,"MSRP.3,ZCW,ZPP.1,302,322,403,417,507,6FL,655,752",,"$65,245.00","May 10, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93548E215841,C55,E215841,"MSRP.3,ZPP.3,ZTP,6FL,655,752",,"$65,670.00","May 10, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93568E215842,C55,E215842,"MSRP.3,ZPP.3,2MT.1,494,609,6FL,655",,"$64,320.00","May 10, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93588E215843,C55,E215843,"MSRP.3,ZPP.1,ZTP,2MT.1,403",,"$66,125.00","May 10, 2008",550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215844,,E215844,"MSRP.3,ZPP.3,ZTP,403,465,494,653,752",,"$67,050.00","May 10, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93518E215845,C55,E215845,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL",,"$66,225.00","May 10, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215846,C55,E215846,"MSRP.3,ZCW,ZPP.1,2MT.1,302,322,403,417,507,609,6FL,752",,"$68,500.00","May 10, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93558E215847,C55,E215847,"MSRP.3,ZCW,ZPP.3,302,322,403,417,507,609,6FL,655,752",,"$67,895.00","May 13, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E215848,C55,E215848,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL,653,655,752",,"$70,720.00","May 13, 2008",550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215849,C55,E215849,"MSRP.3,ZPP.3,ZTP,417,494,6FL,752",,"$66,150.00","May 13, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215850,C55,E215850,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,645.00","May 13, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215851,C55,E215851,"MSRP.3,ZPP.3,ZTP,655,752",,"$65,270.00","May 13, 2008",550,,,,,,,,,,
300 - Alpine White,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93598E215852,C55,E215852,"MSRP.3,494,507,609,6FL,655",,"$62,920.00","May 13, 2008",2000,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93508E215853,C55,E215853,"MSRP.3,ZPP.1,2MT.1,223,494,655",,"$62,820.00","May 13, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215854,C55,E215854,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,"$68,270.00","May 13, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E215855,C55,E215855,"MSRP.3,639,6FL,771",,"$59,625.00","May 13, 2008",550/950,,,,,,,,,,
A73 - Jerez Black Metallic,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93568E215856,C55,E215856,"MSRP.3,403,639,6FL,771",,"$59,725.00","May 13, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215857,C55,E215857,"MSRP.3,ZPP.2,ZTP,2MT.1,403,507,6FL,653,655,752",,"$68,620.00","May 13, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA935X8E215858,C55,E215858,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,920.00","May 14, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93518E215859,C55,E215859,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$67,720.00","May 14, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215860,C55,E215860,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,653,655,752",,"$68,770.00","May 14, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215861,C55,E215861,"MSRP.3,ZCW,ZPP.1,ZTP,403,507,6FL,655,752",,"$68,070.00","May 14, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93518E215862,C55,E215862,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$67,720.00","May 14, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E215863,C55,E215863,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$70,370.00","May 14, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215864,C55,E215864,"MSRP.3,ZCW,ZPP.1,302,322,403",,"$61,425.00","May 14, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215865,C55,E215865,"MSRP.3,ZCW,ZPP.3,ZTP,655",,"$64,370.00","May 14, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93598E215866,C55,E215866,"MSRP.3,ZCW,ZPP.1,ZTP,655,752",,"$66,270.00","May 14, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E215867,C55,E215867,"MSRP.3,ZPP.1,ZTP,2MT.1,403,6FL,752",,"$66,775.00","May 14, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93528E215868,C55,E215868,"MSRP.3,ZCW,ZTP,2MT.1,4MY,6FL,752",,"$66,725.00","May 14, 2008",550/950,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215869,C55,E215869,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,653,655,752",,"$68,220.00","May 15, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215870,C55,E215870,"MSRP.3,ZCW,ZPP.2,ZTP,403,5AC,6FL,752",,"$66,825.00","May 15, 2008",,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93528E215871,C55,E215871,"MSRP.3,ZPP.2,403,494,609",,"$63,175.00","May 15, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93548E215872,C55,E215872,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$68,420.00","May 15, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215873,C55,E215873,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL",,"$65,425.00","May 15, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215874,C55,E215874,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,655,752",,"$68,420.00","May 15, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215875,C55,E215875,"MSRP.3,ZPP.2,ZTP,2MT.1,403,6FL,655,752",,"$67,920.00","May 15, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93518E215876,C55,E215876,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,653,655,752",,"$67,520.00","May 15, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E215877,C55,E215877,"MSRP.3,ZPP.1,ZTP,403,494,6FL,655,752",,"$68,320.00","May 15, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93558E215878,C55,E215878,"MSRP.3,ZCW,ZPP.1,2MT.1,302,322,403,417,507,609,6FL,752",,"$68,500.00","May 15, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93578E215879,C55,E215879,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$68,920.00","May 15, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93538E215880,C55,E215880,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$70,720.00","May 16, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E215881,C55,E215881,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653",,"$68,225.00","May 16, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93578E215882,C55,E215882,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655,752",,"$66,120.00","May 16, 2008",,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215883,C55,E215883,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,620.00","May 16, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215884,C55,E215884,"MSRP.3,ZCW,ZPP.1,ZTP,6FL,655,752",,"$66,670.00","May 16, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93528E215885,C55,E215885,"MSRP.3,ZPP.3,ZTP,2MT.1,403,417,494,6FL,653,655,752",,"$70,445.00","May 16, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215886,C55,E215886,"MSRP.3,ZPP.3,ZTP,403,494,6FL,653,655,752",,"$67,020.00","May 16, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93568E215887,C55,E215887,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,6FL,655",,"$67,070.00","May 16, 2008",550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215888,C55,E215888,"MSRP.3,ZCW,ZPP.1,ZTP,403,6FL,653,752",,"$67,475.00","May 16, 2008",550,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA935X8E215889,C55,E215889,"MSRP.3,ZPP.3,ZTP,403,494,6FL",,"$64,175.00","May 16, 2008",,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215890,C55,E215890,"MSRP.3,ZTP,2MT.1,403,639,6FL,752,771",,"$67,025.00","May 16, 2008",550/950,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93588E215891,C55,E215891,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,6FL,655,752",,"$67,320.00","May 16, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215892,C55,E215892,"MSRP.3,ZCW,ZPP.1,ZTP,655,752",,"$66,270.00","May 16, 2008",550,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93518E215893,C55,E215893,"MSRP.3,2MT.1,223,465,494,4MY,655",,"$61,245.00","May 16, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93538E215894,C55,E215894,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,6FL,752",,"$68,325.00","May 16, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215895,C55,E215895,"MSRP.3,ZTP,4MY,655",,"$62,820.00","May 17, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,2008,WBSVA93578E215896,C55,E215896,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,507,6FL,653,655",,"$67,170.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E215897,C55,E215897,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,655,752",,"$67,220.00","May 16, 2008",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215898,C55,E215898,"MSRP.3,322,4MY,609,655",,"$61,670.00","May 17, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93528E215899,C55,E215899,"MSRP.3,ZCW,ZPP.3,ZTP,752",,"$65,125.00","May 17, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215900,C55,E215900,"MSRP.3,ZPP.1,ZTP,403,6FL,655",,"$64,270.00","May 17, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93578E215901,C55,E215901,"MSRP.3,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$66,870.00","May 17, 2008",,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93598E215902,C55,E215902,"MSRP.3,ZPP.2,ZTP,403,494,6FL,653,655,752",,"$67,020.00","May 17, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93508E215903,C55,E215903,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$66,775.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93528E215904,C55,E215904,"MSRP.3,ZPP.3,ZTP,2MT.1,6FL,653,655,752",,"$66,670.00","May 17, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E215905,C55,E215905,"MSRP.3,ZTP,4MY,655",,"$62,820.00","May 17, 2008",550/950,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93568E215906,C55,E215906,"MSRP.3,ZPP.3,ZTP,6FL,655,752",,"$65,670.00","May 16, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93588E215907,C55,E215907,"MSRP.3,ZPP.1,ZTP,403,655",,"$64,420.00","May 17, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215908,C55,E215908,"MSRP.3,ZPP.3,ZTP,465,507,6FL,655,752",,"$66,495.00","May 16, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215909,C55,E215909,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,6FL,655,752",,"$68,420.00","May 17, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215910,C55,E215910,"MSRP.3,ZPP.3,465,494,6FL,655",,"$61,495.00","May 16, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215911,C55,E215911,"MSRP.3,ZPP.3,ZTP,2MT.1,6FL",,"$64,375.00","May 17, 2008",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E215912,C55,E215912,"MSRP.3,ZPP.1,ZTP,403,507,6FL,752",,"$67,575.00","May 17, 2008",550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215913,C55,E215913,"MSRP.3,ZTP,4MY,655",,"$62,820.00","May 19, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215914,C55,E215914,"MSRP.3,ZPP.3,2MT.1,403,6FL,655",,"$62,220.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93578E215915,C55,E215915,"MSRP.3,ZPP.1,655",,"$59,570.00","May 19, 2008",,,,,,,,,,,
